2024-06-27 21:21:24.183 | INFO     | ir_sim.env.env_logger:info:16 - Figure will be closed within 10 seconds.
2024-06-27 23:29:46.676 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:46.782 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:46.782 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:46.887 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:46.888 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:46.994 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:46.996 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:47.100 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:47.102 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:47.206 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:47.208 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:47.312 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:47.314 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:47.421 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:47.424 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:47.530 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:47.532 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:47.639 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:47.641 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:47.749 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:47.752 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:47.863 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:47.865 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:47.971 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:47.973 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:48.080 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:48.083 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:48.192 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:48.194 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:48.302 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:48.304 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:48.408 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:48.410 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:48.518 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:48.520 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:48.624 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:48.626 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:48.732 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:48.733 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:48.837 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:48.839 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:48.945 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:48.947 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:49.053 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:49.055 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:49.163 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:49.166 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:49.272 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:49.274 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:49.382 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:49.385 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:49.497 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:49.500 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:49.606 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:49.608 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:49.712 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:49.714 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:49.819 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:49.820 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:49.941 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:49.945 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:50.060 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:50.064 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:50.173 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:50.176 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:50.287 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:50.290 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:29:50.400 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(13.95), np.float64(15.18)]
2024-06-27 23:29:50.403 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:30:15.838 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(16.34), np.float64(35.97)]
2024-06-27 23:30:15.839 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:30:15.943 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(16.34), np.float64(35.97)]
2024-06-27 23:30:15.943 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:30:16.049 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(16.34), np.float64(35.97)]
2024-06-27 23:30:16.049 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:30:16.152 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(16.34), np.float64(35.97)]
2024-06-27 23:30:16.152 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:30:16.258 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(16.34), np.float64(35.97)]
2024-06-27 23:30:16.258 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:30:16.361 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(16.34), np.float64(35.97)]
2024-06-27 23:30:16.362 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:30:16.464 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(16.34), np.float64(35.97)]
2024-06-27 23:30:16.465 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:30:16.573 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(16.34), np.float64(35.97)]
2024-06-27 23:30:16.573 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:30:16.681 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(16.34), np.float64(35.97)]
2024-06-27 23:30:16.681 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:30:16.786 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(16.34), np.float64(35.97)]
2024-06-27 23:30:16.787 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:30:16.894 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(16.34), np.float64(35.97)]
2024-06-27 23:30:16.894 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:30:17.000 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(16.34), np.float64(35.97)]
2024-06-27 23:30:17.001 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:30:17.107 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(16.34), np.float64(35.97)]
2024-06-27 23:30:17.107 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:30:17.212 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(16.34), np.float64(35.97)]
2024-06-27 23:30:17.213 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:30:17.318 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(16.34), np.float64(35.97)]
2024-06-27 23:30:17.319 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:30:17.424 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(16.34), np.float64(35.97)]
2024-06-27 23:30:17.424 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:30:17.536 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(16.34), np.float64(35.97)]
2024-06-27 23:30:17.536 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:30:17.644 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(16.34), np.float64(35.97)]
2024-06-27 23:30:17.644 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:30:17.748 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(16.34), np.float64(35.97)]
2024-06-27 23:30:17.748 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:30:17.851 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(16.34), np.float64(35.97)]
2024-06-27 23:30:17.851 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:30:17.956 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(16.34), np.float64(35.97)]
2024-06-27 23:30:17.956 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:30:18.059 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(16.34), np.float64(35.97)]
2024-06-27 23:30:18.060 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:30:18.162 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(16.34), np.float64(35.97)]
2024-06-27 23:30:18.163 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:30:18.266 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(16.34), np.float64(35.97)]
2024-06-27 23:30:18.266 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:30:18.380 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(16.34), np.float64(35.97)]
2024-06-27 23:30:18.380 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:30:18.489 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 is collided at state [np.float64(16.34), np.float64(35.97)]
2024-06-27 23:30:18.489 | WARNING  | ir_sim.env.env_logger:warning:25 - robot0 roll back state
2024-06-27 23:33:41.026 | INFO     | ir_sim.env.env_logger:info:16 - Figure will be closed within 10 seconds.
2024-06-27 23:34:24.163 | INFO     | ir_sim.env.env_logger:info:16 - Figure will be closed within 0 seconds.
2024-06-27 23:36:53.579 | INFO     | ir_sim.env.env_logger:info:16 - Figure will be closed within 1 seconds.
2024-06-27 23:37:48.625 | INFO     | ir_sim.env.env_logger:info:16 - Figure will be closed within 1 seconds.
2024-06-27 23:38:35.686 | INFO     | ir_sim.env.env_logger:info:16 - Figure will be closed within 1 seconds.
2024-06-27 23:39:01.595 | INFO     | ir_sim.env.env_logger:info:16 - Figure will be closed within 1 seconds.
2024-06-27 23:42:53.601 | INFO     | ir_sim.env.env_logger:info:16 - Figure will be closed within 1 seconds.
